date,latitude,longitude,fire_occurred
2023-09-27,45.93,18.72,0
2023-05-27,36.65,13.17,0
2024-08-16,40.59,18.39,0
2024-06-05,45.85,12.31,0
2024-06-07,40.52,16.28,0
2024-07-30,37.36,6.49,0
2024-06-23,39.06,9.73,0
2023-10-06,42.9,9.63,0
2024-08-15,37.75,6.89,0
2023-07-25,43.53,18.19,0
2023-08-23,41.04,12.46,0
2023-07-24,39.85,13.59,0
2024-05-12,38.77,12.66,0
2023-07-25,45.47,9.18,0
2023-08-06,40.56,17.83,0
2024-08-16,44.49,14.56,0
2023-08-28,41.06,7.58,0
2024-08-01,37.06,11.91,0
2023-09-30,41.07,6.02,0
2024-10-06,41.84,14.64,0
2023-03-25,41.27,12.7,0
2023-07-25,45.39,17.57,0
2023-09-25,46.47,18.13,0
2023-08-16,45.05,7.26,0
2024-04-14,42.7,7.15,0
2023-01-18,42.23,17.51,0
2024-07-22,43.41,12.55,0
2023-11-20,39.31,12.01,0
2024-07-22,45.34,13.31,0
2023-08-06,45.85,11.97,0
2024-09-10,39.07,13.86,0
2023-06-27,46.38,18.15,0
2023-09-13,45.76,13.76,0
2023-06-08,40.88,10.11,0
2023-07-25,46.45,8.73,0
2023-09-13,37.39,18.37,0
2024-08-04,36.32,13.42,0
2024-03-20,40.0,13.25,0
2024-07-20,42.5,6.43,0
2023-10-10,40.04,17.76,0
2023-08-14,46.83,12.01,0
2024-06-10,38.93,18.8,0
2023-10-22,39.23,8.15,0
2023-07-24,43.3,10.18,0
2023-10-04,36.04,8.69,0
2024-04-13,44.37,10.85,0
2024-11-18,40.34,18.5,0
2024-03-30,47.24,11.31,0
2023-03-21,43.95,16.59,0
2023-04-27,36.6,15.67,0
2024-08-30,37.07,9.81,0
2024-06-09,37.01,13.42,0
2024-08-15,46.96,16.9,0
2024-08-09,43.87,13.83,0
2023-02-14,40.92,9.39,0
2023-09-15,38.31,17.05,0
2023-12-16,46.05,13.12,0
2023-05-06,38.32,18.54,0
2023-09-18,44.13,14.39,0
2024-09-18,44.78,11.75,0
2023-09-21,39.39,11.58,0
2024-09-09,41.81,17.27,0
2023-10-04,38.56,18.55,0
2024-10-14,40.36,11.25,0
2024-02-02,47.1,8.09,0
2024-09-07,43.97,6.51,0
2024-07-19,45.74,10.13,0
2023-08-26,42.22,10.38,0
2024-09-14,38.75,11.45,0
2024-04-28,44.2,7.86,0
2024-11-28,41.76,12.31,0
2023-08-03,38.03,18.08,0
2023-09-29,40.74,8.98,0
2024-03-14,43.3,14.76,0
2023-03-13,44.46,6.49,0
2023-07-23,38.8,14.24,0
2023-07-25,46.07,18.0,0
2023-07-26,40.36,9.61,0
2023-05-23,39.12,16.45,0
2024-08-15,38.24,7.06,0
2023-09-08,45.25,10.59,0
2023-09-21,40.07,6.09,0
2023-02-05,41.56,10.55,0
2023-10-06,38.56,9.97,0
2023-07-09,43.89,14.87,0
2023-03-16,44.98,9.77,0
2023-07-31,39.9,16.54,0
2023-07-19,46.87,9.73,0
2023-07-22,36.35,8.86,0
2023-10-05,37.53,12.33,0
2024-03-24,42.77,14.4,0
2023-07-31,44.07,17.38,0
2024-08-23,38.88,16.41,0
2023-07-21,42.37,12.71,0
2024-08-13,39.66,18.52,0
2023-09-28,42.37,9.8,0
2023-04-12,43.58,18.79,0
2024-07-21,47.19,10.93,0
2023-09-20,41.24,9.36,0
2024-10-11,43.45,10.9,0
2023-07-22,42.65,13.5,0
2023-08-25,39.65,12.07,0
2024-08-03,38.91,6.64,0
2024-09-12,47.36,10.56,0
2023-06-22,38.38,12.3,0
2024-07-02,45.09,14.49,0
2023-09-23,37.69,18.2,0
2024-06-29,45.25,18.24,0
2023-06-29,38.14,12.58,0
2024-02-06,47.12,13.28,0
2024-11-29,43.89,14.93,0
2024-06-12,37.04,16.69,0
2023-09-23,43.97,15.54,0
2023-05-06,42.94,15.22,0
2024-07-18,39.88,11.73,0
2023-04-21,39.0,17.12,0
2023-07-25,44.27,14.48,0
2023-07-29,44.53,8.04,0
2023-08-28,39.76,13.66,0
2023-06-25,46.08,9.98,0
2023-08-10,39.09,8.6,0
2023-07-10,36.8,14.31,0
2023-10-15,42.9,14.22,0
2024-08-04,37.23,18.22,0
2024-06-15,39.18,18.5,0
2023-08-19,41.83,11.23,0
2023-08-15,39.29,8.29,0
2023-10-12,38.47,7.8,0
2023-07-25,44.09,18.47,0
2023-07-25,42.29,11.07,0
2023-02-16,45.66,10.39,0
2024-07-20,42.68,13.95,0
2024-04-13,41.56,6.73,0
2024-08-08,39.0,14.28,0
2023-04-16,45.11,17.21,0
2023-07-25,38.26,15.27,0
2024-08-30,38.79,11.34,0
2023-04-04,45.68,7.49,0
2023-04-22,44.52,9.09,0
2024-09-04,43.05,9.4,0
2024-08-02,36.45,10.93,0
2023-08-24,37.46,7.71,0
2023-09-01,41.75,13.37,0
2023-09-02,44.58,10.69,0
2023-10-08,41.34,12.35,0
2023-03-08,36.2,9.65,0
2023-10-03,38.12,11.81,0
2023-10-27,42.77,15.12,0
2024-07-30,43.98,7.13,0
2023-03-24,36.38,12.53,0
2023-08-13,36.5,13.91,0
2024-09-07,39.01,14.55,0
2023-10-12,36.96,17.81,0
2023-07-05,42.23,16.0,0
2024-09-30,37.42,15.46,0
2023-08-22,43.45,17.11,0
2024-09-16,44.94,17.7,0
2024-06-14,47.16,16.74,0
2024-05-20,46.91,13.86,0
2023-06-11,39.14,16.79,0
2023-10-20,36.34,10.18,0
2024-06-29,39.79,18.19,0
2024-07-31,44.15,8.22,0
2023-05-23,36.69,8.93,0
2023-09-07,40.14,8.03,0
2023-02-13,39.43,15.95,0
2023-09-07,38.52,11.56,0
2023-08-15,44.12,15.45,0
2023-10-12,43.58,12.53,0
2023-09-03,42.16,11.16,0
2023-08-27,46.47,17.47,0
2024-06-09,37.19,11.53,0
2023-10-08,37.72,13.92,0
2024-11-18,40.41,16.99,0
2023-08-13,43.54,8.72,0
2023-09-25,42.72,11.15,0
2023-10-14,36.85,7.85,0
2023-10-15,47.02,12.95,0
2024-07-02,39.51,16.11,0
2023-03-26,40.13,6.7,0
2023-07-19,43.17,6.77,0
2023-08-18,46.87,15.49,0
2023-08-04,43.62,15.08,0
2023-08-28,46.98,11.15,0
2024-07-20,38.16,10.62,0
2023-11-11,43.12,9.61,0
2024-10-13,45.53,6.79,0
2023-03-26,41.85,12.57,0
2023-11-05,40.16,13.89,0
2023-08-27,47.32,17.08,0
2023-09-18,37.62,12.94,0
2023-07-22,40.73,7.95,0
2023-11-19,46.04,9.94,0
2024-08-15,46.36,16.05,0
2024-07-23,47.27,13.91,0
2023-09-14,46.18,15.87,0
2023-07-25,36.59,11.29,0
2024-06-05,46.69,6.86,0
2024-08-14,40.92,17.42,0
2023-06-27,43.49,10.47,0
2024-08-26,40.53,7.07,0
2024-01-30,45.36,13.51,0
2024-06-07,42.62,15.52,0
2023-03-09,45.72,12.12,0
2023-03-26,38.23,13.86,0
2024-05-21,38.13,11.34,0
2023-07-21,41.06,16.42,0
2024-07-08,36.05,16.03,0
2023-09-18,43.97,15.22,0
2023-05-23,39.4,6.25,0
2024-08-22,42.41,12.61,0
2024-09-30,36.81,16.05,0
2023-08-03,37.96,9.13,0
2024-08-09,43.16,9.32,0
2023-08-01,39.52,17.57,0
2023-10-26,38.47,16.77,0
2024-08-25,38.63,18.65,0
2024-07-31,38.47,12.37,0
2023-09-17,43.16,7.59,0
2023-10-09,37.93,6.11,0
2023-08-03,40.17,15.04,0
2024-08-23,43.91,16.45,0
2023-10-02,41.91,11.48,0
2023-08-06,42.87,11.45,0
2024-06-24,38.89,16.76,0
2023-09-06,46.73,8.38,0
2023-07-25,40.76,6.81,0
2023-08-18,39.3,18.36,0
2024-07-02,46.4,12.94,0
2023-02-21,43.54,15.89,0
2023-01-27,43.06,18.22,0
2023-07-24,46.2,16.37,0
2024-08-12,36.67,11.99,0
2024-08-15,45.63,14.3,0
2024-01-19,43.8,14.09,0
2024-07-01,40.14,17.85,0
2023-08-20,38.95,7.81,0
2023-03-19,37.21,14.91,0
2024-09-02,46.82,17.04,0
2023-06-21,37.63,10.6,0
2024-08-19,38.98,15.07,0
2023-07-29,43.95,9.2,0
2024-03-30,44.17,7.13,0
2024-05-16,37.85,6.33,0
2023-09-11,45.36,12.78,0
2024-08-17,41.87,6.66,0
2023-10-15,45.76,13.58,0
2024-08-26,37.0,10.81,0
2024-08-27,36.49,6.09,0
2023-08-28,43.33,8.9,0
2024-08-02,37.73,15.45,0
2023-09-22,42.04,10.85,0
2024-07-18,36.16,15.29,0
2023-07-09,44.97,16.43,0
2024-03-14,46.34,16.2,0
2024-08-16,45.65,14.58,0
2024-08-15,47.02,15.56,0
2024-07-22,46.39,13.29,0
2024-08-21,41.11,11.95,0
2023-01-02,40.58,6.79,0
2024-08-07,46.31,18.48,0
2023-09-01,46.66,16.76,0
2024-03-06,47.19,14.6,0
2023-06-02,44.84,14.24,0
2023-10-08,38.32,13.38,0
2024-07-30,46.87,7.21,0
2023-08-19,46.89,10.09,0
2023-07-25,43.66,10.35,0
2024-07-07,45.86,16.16,0
2023-10-08,42.45,13.74,0
2023-06-27,46.86,11.1,0
2024-08-29,37.08,10.2,0
2024-04-08,45.94,16.93,0
2023-10-02,36.64,16.06,0
2023-11-23,39.9,16.41,0
2023-12-18,37.56,11.06,0
2023-08-16,41.51,12.13,0
2024-06-21,38.67,13.34,0
2023-08-31,46.95,8.46,0
2023-07-25,42.43,10.64,0
2023-07-16,46.32,12.29,0
2023-07-16,39.2,14.58,0
2024-01-28,36.3,11.75,0
2023-07-25,44.92,7.98,0
2024-06-06,44.08,11.44,0
2024-03-19,42.27,12.8,0
2023-09-30,45.38,14.33,0
2023-09-11,45.66,16.93,0
2023-09-17,42.76,8.98,0
2023-08-06,47.11,13.16,0
2023-08-26,44.28,11.34,0
2023-09-18,43.78,14.79,0
2023-08-20,40.16,17.19,0
2024-05-24,36.03,12.11,0
2023-07-23,38.77,16.81,0
2024-05-22,44.79,6.03,0
2023-08-31,44.16,17.68,0
2023-09-14,39.81,16.09,0
2024-08-03,43.19,7.71,0
2024-03-23,38.25,14.64,0
2023-08-02,39.03,12.58,0
2023-09-12,46.9,18.42,0
2023-03-26,40.75,9.9,0
2023-07-14,38.82,13.8,0
2023-10-03,41.6,12.69,0
2024-08-02,40.45,8.83,0
2023-05-25,44.39,16.41,0
2024-09-30,47.06,15.51,0
2023-09-30,42.8,12.96,0
2024-09-18,42.8,18.08,0
2023-06-02,40.2,17.86,0
2024-01-28,42.49,16.47,0
2023-05-18,39.67,7.95,0
2023-07-25,36.01,17.45,0
2024-07-19,45.96,9.91,0
2024-07-31,40.94,13.3,0
2023-09-12,41.66,18.48,0
2024-08-14,36.96,8.96,0
2023-09-22,45.63,8.56,0
2023-08-30,37.96,16.9,0
2024-04-28,40.72,6.17,0
2023-10-10,45.66,8.23,0
2023-07-19,41.26,10.19,0
2023-11-03,46.71,15.45,0
2023-03-21,38.41,12.15,0
2023-07-09,44.23,11.03,0
2023-10-31,47.25,17.76,0
2023-10-06,42.32,15.68,0
2023-12-04,43.96,14.1,0
2023-09-25,40.52,10.35,0
2024-10-03,44.64,16.99,0
2024-09-09,46.45,9.24,0
2023-09-01,44.09,18.11,0
2023-09-22,46.76,9.33,0
2023-08-09,42.77,16.5,0
2023-07-23,42.64,17.7,0
2024-02-18,39.5,8.9,0
2023-08-29,44.16,8.94,0
2024-08-15,46.14,7.01,0
2023-06-28,43.43,10.37,0
2024-02-21,38.68,12.4,0
2023-09-24,42.26,7.1,0
2023-09-23,44.69,7.87,0
2023-10-03,46.8,11.4,0
2023-10-14,37.8,8.31,0
2023-07-28,37.47,15.9,0
2023-09-30,40.75,10.13,0
2024-08-30,37.44,6.59,0
2024-04-20,47.27,7.98,0
2023-07-25,40.88,9.93,0
2023-09-12,42.14,7.87,0
2023-09-07,38.61,8.76,0
2024-09-01,41.16,8.64,0
2023-12-03,47.32,11.36,0
2024-05-03,41.62,12.71,0
2023-10-02,36.1,13.97,0
2024-03-30,38.79,17.64,0
2023-07-24,47.25,14.81,0
2023-10-02,47.37,8.54,0
2024-08-21,38.42,11.75,0
2023-08-22,43.08,15.34,0
2024-06-29,36.88,13.11,0
2024-06-16,42.64,8.17,0
2023-10-15,37.45,16.08,0
2024-07-31,45.41,8.52,0
2023-07-25,46.81,10.41,0
2024-08-01,37.99,15.39,0
2023-01-06,41.32,18.41,0
2023-05-25,37.17,17.4,0
2024-08-22,39.9,18.41,0
2024-08-12,36.75,11.08,0
2024-08-03,39.04,11.58,0
2024-12-12,47.39,8.08,0
2023-07-20,36.51,12.05,0
2024-02-18,45.88,15.99,0
2023-04-29,36.89,6.88,0
2023-04-26,42.08,10.08,0
2023-06-18,41.2,17.85,0
2024-02-06,46.71,8.34,0
2024-10-29,38.29,9.8,0
2023-07-24,38.07,17.97,0
2023-08-31,44.61,10.41,0
2023-03-28,44.35,16.64,0
2024-01-28,44.04,9.67,0
2023-08-25,36.3,9.29,0
2023-08-11,38.99,8.39,0
2023-07-25,45.66,6.8,0
2024-04-18,42.91,11.32,0
2024-08-10,42.93,15.13,0
2023-07-06,39.4,12.47,0
2023-07-30,38.99,11.21,0
2024-08-03,46.89,8.62,0
2023-02-18,44.37,14.75,0
2023-09-23,37.46,9.24,0
2023-07-18,46.78,6.41,0
2024-10-03,42.7,18.35,0
2024-05-08,39.83,18.06,0
2023-10-20,40.57,8.75,0
2023-09-02,44.34,9.05,0
2023-08-03,40.33,13.43,0
2023-08-04,42.66,11.47,0
2023-11-18,44.17,17.36,0
2023-10-29,38.25,11.46,0
2024-11-19,46.86,7.74,0
2023-02-26,40.1,13.0,0
2023-10-02,40.82,7.45,0
2023-07-25,44.03,11.72,0
2023-08-28,43.0,13.39,0
2024-09-01,41.06,18.1,0
2023-06-17,43.47,9.75,0
2023-09-23,46.38,14.31,0
2024-08-31,45.2,6.0,0
2023-09-21,45.48,17.15,0
2024-10-08,38.97,10.06,0
2023-03-25,40.82,9.08,0
2024-03-20,42.37,7.31,0
2023-07-12,36.51,16.05,0
2023-07-24,44.85,6.72,0
2023-09-11,39.72,13.91,0
2023-10-03,39.25,10.04,0
2023-09-10,38.98,15.1,0
2024-04-29,39.26,18.36,0
2024-09-01,39.89,9.52,0
2023-10-03,42.96,13.93,0
2023-07-30,42.71,10.74,0
2023-07-18,38.94,12.52,0
2023-09-23,38.37,7.07,0
2024-05-27,45.5,8.62,0
2023-06-22,37.07,16.17,0
2023-10-05,41.9,10.42,0
2023-08-19,41.99,6.01,0
2023-04-26,42.6,10.11,0
2023-08-19,46.18,14.57,0
2023-10-05,43.18,18.44,0
2024-07-22,47.2,16.93,0
2023-07-31,46.02,15.69,0
2023-07-26,38.47,17.9,0
2024-04-21,38.77,14.44,0
2024-06-15,39.96,12.65,0
2023-09-11,40.5,12.91,0
2023-09-22,42.36,18.09,0
2023-08-06,38.67,6.03,0
2023-08-14,38.56,12.6,0
2023-08-10,40.39,15.84,0
2024-04-13,43.73,6.49,0
2023-09-07,43.91,16.54,0
2023-07-25,47.23,16.8,0
2023-12-22,38.33,12.7,0
2024-06-28,40.52,16.61,0
2024-08-14,47.09,7.83,0
2024-07-30,43.94,18.07,0
2024-04-08,42.81,6.63,0
2023-08-25,42.21,6.48,0
2023-09-21,36.87,12.71,0
2023-04-10,46.27,15.41,0
2023-09-12,43.19,14.96,0
2023-10-13,42.57,13.04,0
2023-05-26,42.2,16.03,0
2023-08-28,40.51,13.78,0
2024-08-31,38.93,16.88,0
2024-08-17,44.69,7.48,0
2023-09-18,41.86,18.56,0
2023-05-23,36.39,17.27,0
2024-08-13,40.59,17.46,0
2023-08-02,46.68,10.65,0
2024-08-07,40.3,18.12,0
2024-09-01,40.75,7.81,0
2024-10-02,43.18,7.0,0
2024-08-30,45.22,11.1,0
2024-12-02,43.69,17.94,0
2024-02-13,45.78,18.39,0
2023-07-09,37.31,12.32,0
2024-06-19,46.63,15.62,0
2023-07-23,46.4,12.89,0
2024-08-15,41.97,7.45,0
2023-10-12,43.18,14.36,0
2024-02-09,38.45,7.88,0
2023-08-02,41.15,14.4,0
2023-09-23,38.33,9.08,0
2024-06-29,36.25,9.37,0
2024-02-18,47.28,14.64,0
2023-07-26,38.98,11.95,0
2024-03-14,42.82,16.63,0
2023-09-06,39.45,14.71,0
2024-01-25,40.26,9.78,0
2023-07-28,40.57,15.95,0
2024-12-22,39.85,6.83,0
2023-10-20,43.33,15.41,0
2023-09-01,47.05,10.93,0
2024-04-15,40.93,9.87,0
2023-10-11,47.19,12.69,0
2024-08-18,43.68,17.61,0
2023-07-04,42.98,9.29,0
2023-07-21,38.73,18.79,0
2023-07-17,36.72,13.54,0
2024-11-11,45.8,9.23,0
2023-09-25,42.6,14.85,0
2023-09-10,40.77,15.41,0
2024-12-18,45.34,12.8,0
2023-08-22,39.57,7.67,0
2024-08-01,45.01,16.43,0
2023-06-18,39.77,16.37,0
2023-09-08,46.59,15.79,0
2023-08-31,39.08,15.67,0
2023-08-28,37.58,10.88,0
2024-08-23,44.03,12.31,0
2024-09-29,37.87,14.47,0
2024-08-08,46.92,8.12,0
2023-09-14,43.54,13.73,0
2023-09-27,38.65,7.41,0
2024-08-24,38.4,16.85,0
2024-11-01,46.62,7.53,0
2024-09-08,42.99,15.89,0
2024-04-09,46.28,8.84,0
2023-09-28,37.27,17.88,0
2023-09-06,46.64,14.42,0
2024-06-06,41.98,11.52,0
2023-07-24,43.69,6.56,0
2024-07-21,40.29,13.77,0
2023-09-22,36.68,10.84,0
2023-07-24,47.02,16.22,0
2023-07-19,47.44,16.15,0
2023-08-22,40.19,14.79,0
2023-09-10,46.85,9.43,0
2023-05-06,37.93,8.21,0
2023-10-22,37.78,12.36,0
2023-07-20,36.84,11.79,0
2024-09-04,40.5,14.61,0
2023-10-18,36.6,12.82,0
2024-08-01,40.54,12.34,0
2023-10-27,37.59,12.15,0
2023-07-10,44.4,12.45,0
2023-09-18,45.58,17.16,0
2024-05-18,43.91,8.19,0
2024-08-08,38.31,6.24,0
2024-01-25,44.82,8.84,0
2024-06-08,38.87,9.97,0
2023-10-11,44.73,13.84,0
2023-08-22,42.53,16.79,0
2024-08-26,40.22,15.13,0
2024-07-06,36.96,18.78,0
2023-02-11,45.52,6.01,0
2024-07-23,46.81,8.43,0
2023-11-14,43.66,7.11,0
2023-10-15,47.09,14.49,0
2024-03-28,46.74,11.47,0
2023-08-26,38.24,9.98,0
2023-09-12,44.41,10.0,0
2023-07-24,40.02,17.43,0
2024-08-03,41.61,6.97,0
2023-07-07,37.81,10.01,0
2024-08-05,47.21,12.4,0
2024-08-30,44.35,11.27,0
2024-08-08,39.07,14.8,0
2023-02-03,40.27,13.78,0
2024-07-03,40.86,16.25,0
2023-07-30,44.6,16.81,0
2023-07-21,46.65,11.12,0
2023-02-28,39.7,17.09,0
2023-02-06,41.43,14.09,0
2023-09-23,42.82,17.01,0
2024-09-25,40.52,11.96,0
2023-07-16,41.8,6.33,0
2024-06-12,37.22,14.42,0
2023-07-18,37.93,18.36,0
2023-08-16,40.61,17.91,0
2023-11-16,46.52,7.95,0
2023-06-30,40.02,12.27,0
2024-02-21,38.87,17.17,0
2024-01-23,44.54,11.33,0
2024-06-23,46.91,12.63,0
2023-10-05,41.28,18.77,0
2024-10-15,36.1,12.18,0
2023-09-03,43.91,8.43,0
2024-08-15,40.77,6.5,0
2023-01-30,43.75,11.91,0
2023-09-22,39.19,12.59,0
2023-07-30,36.03,17.78,0
2023-05-26,39.96,16.14,0
2023-09-06,44.11,6.8,0
2023-11-17,40.52,16.46,0
2023-03-27,38.52,6.89,0
2024-08-28,41.34,6.18,0
2024-08-22,44.65,13.0,0
2023-07-11,37.37,12.78,0
2023-10-05,43.96,10.05,0
2023-08-15,43.67,11.9,0
2023-03-14,40.26,17.78,0
2024-04-04,47.16,14.66,0
2023-10-06,46.29,10.38,0
2024-10-14,39.64,17.95,0
2023-08-26,36.36,8.09,0
2023-06-21,39.55,8.24,0
2023-08-02,38.35,8.98,0
2023-05-05,42.29,8.98,0
2023-09-06,46.57,6.91,0
2023-07-30,46.01,9.96,0
2024-03-31,39.52,13.02,0
2023-10-03,40.93,8.85,0
2024-09-08,36.42,7.37,0
2023-10-06,42.26,14.33,0
2024-08-20,36.73,11.38,0
2024-05-12,46.79,14.36,0
2024-11-19,45.97,9.17,0
2023-08-28,38.46,15.68,0
2023-10-20,44.04,18.45,0
2023-09-19,42.53,9.34,0
2024-07-21,45.22,14.18,0
2023-08-18,41.47,15.79,0
2023-09-23,38.21,12.95,0
2023-07-09,43.36,9.73,0
2023-07-25,36.92,8.74,0
2023-07-18,42.72,14.28,0
2023-04-27,38.45,12.14,0
2023-09-30,43.88,16.72,0
2024-07-08,45.52,7.14,0
2024-08-16,37.26,6.42,0
2024-08-15,40.6,10.75,0
2023-09-10,44.44,12.07,0
2023-07-10,37.88,14.19,0
2024-09-12,42.52,7.46,0
2023-03-23,43.73,13.52,0
2024-09-29,40.08,16.41,0
2023-08-08,45.57,17.64,0
2023-06-23,41.87,17.52,0
2023-07-12,43.21,12.64,0
2024-08-02,37.62,17.51,0
2024-03-25,36.27,12.88,0
2024-09-12,36.58,6.94,0
2023-08-11,46.4,18.46,0
2023-10-19,46.15,6.03,0
2024-08-13,45.29,9.66,0
2024-08-16,38.3,6.59,0
2023-09-07,42.04,12.96,0
2024-03-08,45.16,13.26,0
2024-06-14,43.76,14.17,0
2023-08-07,37.33,7.8,0
2023-07-07,46.3,6.22,0
2023-08-23,37.85,9.4,0
2024-06-09,37.98,6.66,0
2023-12-23,46.36,6.45,0
2023-07-07,41.57,9.38,0
2023-07-25,40.29,18.79,0
2023-08-04,42.37,16.28,0
2023-10-06,47.29,10.63,0
2023-09-30,37.38,10.81,0
2023-08-17,44.7,17.9,0
2023-07-25,39.84,14.47,0
2024-05-11,37.35,16.71,0
2023-07-25,40.85,17.06,0
2023-10-12,42.31,8.17,0
2023-10-14,38.37,6.21,0
2023-07-23,40.66,9.43,0
2023-09-01,43.31,13.61,0
2023-08-15,42.63,17.63,0
2024-07-03,44.32,9.95,0
2023-10-05,45.62,16.88,0
2024-08-13,40.71,14.48,0
2024-08-24,40.86,14.38,0
2024-07-18,41.71,15.17,0
2023-11-09,42.51,12.55,0
2023-06-25,37.25,14.62,0
2023-04-07,39.6,16.15,0
2024-07-04,37.98,13.54,0
2023-09-24,40.44,6.5,0
2023-08-06,47.19,12.54,0
2024-08-05,42.7,13.64,0
2023-02-17,40.94,17.2,0
2023-08-11,42.51,6.07,0
2024-09-12,43.69,6.62,0
2023-09-23,41.0,10.71,0
2023-08-11,41.15,16.28,0
2023-11-20,44.07,12.2,0
2024-08-15,36.7,9.91,0
2023-09-13,42.21,14.87,0
2024-10-14,42.29,12.46,0
2024-06-11,44.7,13.34,0
2024-06-21,47.3,11.48,0
2023-08-09,45.15,15.28,0
2024-08-03,41.79,6.2,0
2024-02-02,37.95,6.02,0
2024-08-07,42.77,14.74,0
2024-11-22,45.59,6.34,0
2023-07-02,46.72,10.32,0
2023-08-22,45.49,10.69,0
2024-06-21,38.17,13.86,0
2024-08-05,44.19,15.89,0
2023-05-23,46.12,16.52,0
2024-07-09,43.83,9.59,0
2024-09-03,43.89,8.08,0
2023-10-15,41.75,18.55,0
2024-10-21,43.33,6.56,0
2023-09-29,39.39,16.42,0
2023-09-01,37.02,6.26,0
2023-08-03,45.52,12.21,0
2024-06-07,46.85,14.21,0
2024-08-06,45.85,12.11,0
2023-10-13,39.84,13.23,0
2023-01-03,37.08,6.32,0
2023-10-18,39.22,7.97,0
2024-07-30,45.69,13.08,0
2024-08-16,43.54,16.59,0
2023-08-28,47.12,13.02,0
2023-02-11,39.94,12.39,0
2023-08-16,42.34,18.65,0
2024-01-01,45.09,10.99,0
2024-08-03,38.69,10.93,0
2023-09-07,47.09,6.95,0
2023-09-19,42.81,16.02,0
2023-08-07,36.09,6.87,0
2023-09-02,36.29,7.74,0
2023-09-06,46.15,6.73,0
2023-06-02,43.42,8.46,0
2024-06-24,44.78,11.62,0
2023-10-16,45.02,6.54,0
2024-09-21,40.84,11.27,0
2023-08-19,45.18,12.16,0
2023-09-10,46.78,7.42,0
2023-11-04,37.98,6.71,0
2024-07-30,44.79,10.02,0
2024-08-11,39.54,14.33,0
2024-06-30,39.7,13.77,0
2023-09-11,40.75,7.62,0
2023-09-07,45.93,7.18,0
2023-09-23,36.25,8.39,0
2024-06-25,40.99,17.19,0
2023-07-25,43.82,17.93,0
2023-08-28,37.27,12.68,0
2024-06-10,45.11,17.55,0
2023-07-17,46.83,7.68,0
2024-04-17,37.05,14.41,0
2023-09-22,37.76,14.3,0
2024-08-02,47.2,11.75,0
2023-10-06,38.28,15.44,0
2023-01-27,36.91,12.08,0
2023-02-02,46.95,16.96,0
2023-10-29,46.27,7.74,0
2024-03-21,43.54,6.22,0
2023-05-19,42.34,10.84,0
2024-06-12,46.57,7.65,0
2024-08-12,43.54,8.29,0
2023-08-02,43.57,6.61,0
2023-07-25,45.7,11.51,0
2024-05-10,43.51,15.44,0
2024-07-20,41.79,13.13,0
2023-07-19,40.48,10.57,0
2023-03-01,41.79,6.15,0
2024-07-09,42.01,12.52,0
2023-09-17,40.15,10.19,0
2024-05-26,41.15,9.06,0
2024-08-14,45.22,11.78,0
2023-08-10,40.79,8.18,0
2024-08-10,36.29,10.12,0
2023-03-17,39.25,17.86,0
2023-07-19,38.67,13.82,0
2024-08-16,45.13,18.67,0
2023-09-22,41.17,14.04,0
2024-08-06,39.22,7.24,0
2024-07-04,45.32,14.52,0
2023-08-28,36.22,17.08,0
2023-08-17,38.0,17.68,0
2023-09-22,45.51,13.1,0
2024-09-03,42.33,7.54,0
2024-08-08,44.9,14.23,0
2023-09-04,45.64,7.83,0
2023-07-13,46.83,6.72,0
2023-08-23,36.73,8.71,0
2023-07-25,45.19,7.24,0
2023-08-04,44.15,11.7,0
2024-08-12,38.38,18.08,0
2023-07-18,46.71,14.45,0
2024-04-27,40.65,14.89,0
2023-07-06,46.21,16.29,0
2023-06-27,42.96,9.06,0
2024-11-09,42.06,13.33,0
2023-06-22,37.83,15.13,0
2024-05-23,46.51,9.89,0
2023-09-05,42.4,10.96,0
2024-02-02,36.07,14.98,0
2023-05-23,36.21,16.35,0
2023-07-20,44.94,10.63,0
2023-10-12,37.86,14.01,0
2023-09-22,42.89,14.5,0
2023-06-27,43.83,17.89,0
2023-07-23,39.21,16.08,0
2023-08-28,42.55,8.49,0
2024-08-28,38.76,14.01,0
2024-08-15,46.88,18.26,0
2023-10-01,45.89,10.84,0
2023-09-21,39.31,15.8,0
2023-10-10,42.08,12.9,0
2023-07-25,41.76,11.6,0
2024-08-08,47.04,13.3,0
2023-07-22,40.53,11.44,0
2023-07-23,42.47,10.07,0
2024-04-16,46.68,15.74,0
2023-02-16,37.87,12.82,0
2024-08-31,42.33,17.97,0
2024-08-04,37.22,6.11,0
2023-07-11,43.1,15.85,0
2024-06-15,40.21,8.01,0
2024-09-20,47.13,15.74,0
2024-08-08,40.78,17.14,0
2023-09-19,37.57,16.04,0
2023-10-20,45.59,13.6,0
2023-10-24,45.44,7.57,0
2024-03-11,43.99,18.29,0
2023-08-04,44.61,10.18,0
2024-07-19,39.04,6.36,0
2023-10-12,43.38,6.02,0
2024-04-21,36.44,15.45,0
2023-08-31,38.26,16.66,0
2024-06-08,46.72,16.28,0
2024-10-13,44.5,13.16,0
2023-08-14,38.65,14.09,0
2024-08-12,37.28,17.61,0
2024-04-02,46.91,14.49,0
2024-05-14,37.29,10.5,0
2023-07-26,38.96,18.17,0
2023-08-22,38.1,18.36,0
2023-08-20,36.09,14.04,0
2024-08-01,39.61,13.25,0
